"";"Methode";"alpha";"beta";"sigma2"
"301";"EM";-0,0095707738126432;1,03410831705199;0,158322854752074
"302";"Boot";-0,0139950815318087;1,0214571354121;0,221857272019088
"303";"Post";-0,0173479057770072;1,03057731003523;0,266095888103255
"304";"Moy";0,0997435202062573;0,668322082886479;0,0753436362704132
"305";"Reg. Lin.";-0,0250848880147735;1,03515534935831;0,0483730539613842
"306";"Reg. Lin. Sto.";-0,0196577321877326;1,03707218212284;0,183177529377509
"307";"EM";0,0445855787027887;1,06832028909632;0,123327068500512
"308";"Boot";0,121755442982275;1,04042875074384;0,149690550258534
"309";"Post";0,109515167917613;1,06341512562031;0,20121907621291
"310";"Moy";0,123778973337479;0,609609168134888;0,0755919590526299
"311";"Reg. Lin.";0,115926947536047;1,06467580168392;0,0419004966118094
"312";"Reg. Lin. Sto.";0,115710080827945;1,05884797254798;0,135417024517661
"313";"EM";-0,00429846125755598;0,894650854762717;0,115359913652028
"314";"Boot";0,00917719203659857;0,896532647617074;0,157176436450049
"315";"Post";-0,0082870482240739;0,889646678783537;0,191314789608404
"316";"Moy";0,123283953147136;0,560153707592423;0,0700175756900544
"317";"Reg. Lin.";-0,0112765956332856;0,895034880786498;0,0415896652034557
"318";"Reg. Lin. Sto.";-0,00986543896277629;0,89638485112799;0,129855625912666
"319";"EM";0,0190386502324644;1,01512320701996;0,10441256719234
"320";"Boot";0,0150283054667281;1,02129648360178;0,129958252158938
"321";"Post";0,0415618938861818;1,01119443453716;0,172645966464328
"322";"Moy";0,0921423369969553;0,749764631815177;0,0600492279689976
"323";"Reg. Lin.";0,049731173365593;1,01279341758185;0,0391023930175228
"324";"Reg. Lin. Sto.";0,0487405933996573;1,01624522753583;0,114558755162269
"325";"EM";0,0661943641607605;1,03838610850758;0,148241732456598
"326";"Boot";0,161146051183164;1,04467510167904;0,20415609263967
"327";"Post";0,171103931376551;1,04212273904244;0,22979975619065
"328";"Moy";0,127634975681092;0,717750458154229;0,081572185680552
"329";"Reg. Lin.";0,171860524559939;1,04358381759322;0,0456956476291602
"330";"Reg. Lin. Sto.";0,169330090333508;1,04145096158142;0,160924758377713
"331";"EM";-0,0255719366831621;0,880968541555865;0,114117161651921
"332";"Boot";-0,0559556810390358;0,881216210552259;0,154437873076595
"333";"Post";-0,0670759412605767;0,881828628606601;0,186340214088437
"334";"Moy";-0,0706731784566996;0,638526304744388;0,0628960538847495
"335";"Reg. Lin.";-0,066408617717144;0,882004866900235;0,0408288688619758
"336";"Reg. Lin. Sto.";-0,0673792282125239;0,882079037435779;0,126357927928968
"337";"EM";0,0017203743531823;0,907544498410733;0,177389082734733
"338";"Boot";-0,0363826417466322;0,874050085780636;0,239308073341321
"339";"Post";-0,00718222560992746;0,893788189334368;0,298329553968642
"340";"Moy";-0,0409724825577728;0,576203640062663;0,0732580490731246
"341";"Reg. Lin.";0,00446306166197676;0,907477978306784;0,0515266067448938
"342";"Reg. Lin. Sto.";0,00629243987029734;0,919083884092896;0,207099190647583
"343";"EM";-0,00986683758480796;0,984700010246239;0,183363657275615
"344";"Boot";-0,0150838797843706;0,969176351585696;0,249129178766255
"345";"Post";-0,0259876075715367;0,989115600244184;0,307714343318227
"346";"Moy";-0,00798297054765618;0,673952080767497;0,0774932185301438
"347";"Reg. Lin.";-0,025612224051485;0,985839522067182;0,0518822888987195
"348";"Reg. Lin. Sto.";-0,0253711452569938;0,97881440107842;0,218000250121174
"349";"EM";0,00286024956460305;0,882012646019337;0,135098052951766
"350";"Boot";0,0369053956492483;0,885446201955511;0,183387928208122
"351";"Post";0,0131345295727052;0,889430533871685;0,221975861602703
"352";"Moy";0,0454182453874087;0,558619168482319;0,0665521201684046
"353";"Reg. Lin.";0,00742313508262099;0,881456123635256;0,0446850518094714
"354";"Reg. Lin. Sto.";0,00642773294055113;0,889029974988487;0,15412968402388
"355";"EM";0,0100848907871444;0,886147418646404;0,190012941454399
"356";"Boot";0,000166058511261339;0,860360472300029;0,265812169711557
"357";"Post";0,0321264854150059;0,891995263247218;0,305644117642274
"358";"Moy";-0,0587758355691583;0,47083035655206;0,0733456734122424
"359";"Reg. Lin.";0,0261922240422029;0,885995430929047;0,0536392380481672
"360";"Reg. Lin. Sto.";0,0340770044551014;0,883464184829274;0,226656323130179
"361";"EM";0,0326309649523024;1,09527256696611;0,167195291287467
"362";"Boot";0,109819481453047;1,10019976072671;0,242607831226842
"363";"Post";0,0889020478170279;1,09337720534867;0,285356586121442
"364";"Moy";0,0210244024560046;0,71189043254396;0,0823275064747899
"365";"Reg. Lin.";0,0851933931589492;1,09982274016683;0,0491912669589561
"366";"Reg. Lin. Sto.";0,0847854157267197;1,1039674601477;0,192758399169218
"367";"EM";-0,0110858901443556;1,07228752446637;0,146978518057264
"368";"Boot";-0,018344077067093;1,07079703329451;0,193723352650237
"369";"Post";-0,0269097643547282;1,06749542096596;0,241747355287436
"370";"Moy";-0,042346837688654;0,692616764985454;0,0815860137709148
"371";"Reg. Lin.";-0,028809264269811;1,07252577215778;0,0464053124082024
"372";"Reg. Lin. Sto.";-0,0327636858935088;1,07265094822048;0,166919133062191
"373";"EM";-0,0238735150786989;1,11262662827897;0,161287736202252
"374";"Boot";-0,0970830827965681;1,11907147603398;0,214199549404566
"375";"Post";-0,064324074599702;1,11059880396679;0,261983073368905
"376";"Moy";-0,206958023652382;0,824715505137132;0,0733416790581983
"377";"Reg. Lin.";-0,062271656337181;1,10703586703504;0,0488287000096941
"378";"Reg. Lin. Sto.";-0,0619874758671468;1,10555540512419;0,185692291558735
"379";"EM";-0,0107581362942078;1,0431127780479;0,122354038548141
"380";"Boot";-0,0379977592104692;1,02358899499358;0,169240190227516
"381";"Post";-0,0357056648559198;1,0430588109522;0,203952525026823
"382";"Moy";-0,150061959444811;0,667889473064568;0,0708324892758693
"383";"Reg. Lin.";-0,0281855770500562;1,04180287248732;0,0423700801366742
"384";"Reg. Lin. Sto.";-0,0268689276795352;1,03979320599327;0,136534599198078
"385";"EM";-0,0128541754062804;0,948582951042637;0,20912200426948
"386";"Boot";-0,00660031622955561;0,95458316188238;0,271789938620409
"387";"Post";-0,0389894679790603;0,956236818035001;0,348781543001459
"388";"Moy";0,0232467413668479;0,585733064827234;0,0789075665547338
"389";"Reg. Lin.";-0,0329800090539319;0,946972150334734;0,0591419949490754
"390";"Reg. Lin. Sto.";-0,0393474580591844;0,947690546190248;0,249192068199264
"391";"EM";0,0408654307196856;0,948832666226081;0,10262220530014
"392";"Boot";0,128857707211851;0,93880375355757;0,143193973141112
"393";"Post";0,108064696790143;0,949420196499361;0,164483869256491
"394";"Moy";0,090861014872874;0,724017474273763;0,0585174651881297
"395";"Reg. Lin.";0,106245439949391;0,949385750552582;0,0382383604941537
"396";"Reg. Lin. Sto.";0,107854092539529;0,94738294264699;0,110424726489277
"397";"EM";-0,00443008406499866;1,04788136649462;0,121039012263526
"398";"Boot";-0,0340229363782958;1,0440431201301;0,178420187397195
"399";"Post";-0,00413126207615322;1,04420942090817;0,200678362425753
"400";"Moy";-0,0306981681305941;0,750149672491306;0,0642890511871124
"401";"Reg. Lin.";-0,0114980674862693;1,0481596996175;0,0422059737559507
"402";"Reg. Lin. Sto.";-0,0101598956168701;1,04792885268979;0,136623215894759
"403";"EM";-0,00396047046742502;1,03030241187469;0,169093881554839
"404";"Boot";-0,000805227891610187;1,02296698665442;0,232923499626795
"405";"Post";-0,00870827098130503;1,0322158017319;0,274858322836781
"406";"Moy";0,00830211680691293;0,796685117996379;0,0723736576012475
"407";"Reg. Lin.";-0,0103056180474116;1,0303965402737;0,0499028490748221
"408";"Reg. Lin. Sto.";-0,0152919577761303;1,0286487789965;0,196062750466875
"409";"EM";-0,0285972262082076;1,03926146711214;0,123570263509786
"410";"Boot";-0,101808675944905;1,03151058689056;0,16311887540839
"411";"Post";-0,0767771619128428;1,03503395515437;0,203520945410548
"412";"Moy";-0,0515187558740386;0,709653302762187;0,0686994973908708
"413";"Reg. Lin.";-0,0742217918132124;1,04207527345169;0,0425039598591887
"414";"Reg. Lin. Sto.";-0,0763750370707035;1,0460576564771;0,138690499805957
"415";"EM";-0,0418466179274508;1,00131397011449;0,15913976407549
"416";"Boot";-0,101847912689303;1,00511736862838;0,215501218622021
"417";"Post";-0,101819324368166;0,996577216755254;0,260353529826721
"418";"Moy";-0,164876886671062;0,592720386231916;0,0793044525262685
"419";"Reg. Lin.";-0,108624981093072;0,995756776895328;0,0482313716201576
"420";"Reg. Lin. Sto.";-0,101753781626693;1,00129353580446;0,182019607739866
"421";"EM";-0,0382830309094074;1,07123220077837;0,163621843501622
"422";"Boot";-0,0884787138470669;1,07175030945313;0,20102570559579
"423";"Post";-0,10228901464166;1,06111816691871;0,270550994576398
"424";"Moy";-0,145266480843163;0,641667233912638;0,0736834055637682
"425";"Reg. Lin.";-0,0993012829581015;1,06195137777985;0,0489232076199273
"426";"Reg. Lin. Sto.";-0,102547707257654;1,05880525413846;0,186143083284115
"427";"EM";-0,0251349283959918;0,902878772932384;0,140074768930608
"428";"Boot";-0,0631495575972096;0,90290367773709;0,179686498386081
"429";"Post";-0,0584039689107133;0,896432028825315;0,229997248398021
"430";"Moy";-0,0497468982373994;0,501371828911253;0,0661213455413645
"431";"Reg. Lin.";-0,0653123274004518;0,902198420647562;0,045212672631023
"432";"Reg. Lin. Sto.";-0,0634291491593142;0,899192840946909;0,158234554782133
"433";"EM";-0,0113215916900071;1,02390895261188;0,138971395681041
"434";"Boot";-0,0232693188133523;1,03870316326277;0,195625891183573
"435";"Post";-0,0296776068890694;1,0387580327135;0,231307279944327
"436";"Moy";0,00865387712328078;0,61317184890259;0,0767915092168794
"437";"Reg. Lin.";-0,0294757393703035;1,02539048222361;0,0450352305338958
"438";"Reg. Lin. Sto.";-0,0294851452312876;1,02788535323548;0,159343433990455
"439";"EM";0,0164781199812939;0,893597440137427;0,149292912400693
"440";"Boot";0,0325093156344814;0,892759157855215;0,194511694148135
"441";"Post";0,0414471831266587;0,880758696106587;0,239714995830534
"442";"Moy";0,136433405027242;0,609082900441846;0,0649202388456817
"443";"Reg. Lin.";0,0430343065546055;0,890880367737255;0,046706021741443
"444";"Reg. Lin. Sto.";0,0385785272907967;0,889450159271726;0,170673378096321
"445";"EM";-0,0183788539888016;1,00091760484221;0,205377825332522
"446";"Boot";-0,0536492796459196;1,01462910576752;0,270939291406317
"447";"Post";-0,0460322994429371;1,00530792456646;0,339253499604155
"448";"Moy";0,045436701858312;0,704638403715919;0,078287402770577
"449";"Reg. Lin.";-0,0481628599825965;1,00399016853422;0,0547533575760903
"450";"Reg. Lin. Sto.";-0,0498671757704903;1,00113753746169;0,244125302110553
"451";"EM";-0,0580084655130266;1,00166723892607;0,110853513881992
"452";"Boot";-0,155894237798999;0,996055366537263;0,15359332247505
"453";"Post";-0,154304752873964;1,00768814113093;0,17296052966636
"454";"Moy";-0,192002523881092;0,606705837811149;0,0720448994391834
"455";"Reg. Lin.";-0,150831779351896;1,00156789587027;0,0394940092905323
"456";"Reg. Lin. Sto.";-0,150196781683306;1,00501028312892;0,118339775782741
"457";"EM";-0,0135737158633469;1,01493730918143;0,118731892685209
"458";"Boot";-0,0350509980576009;1,0196241991229;0,149926325029791
"459";"Post";-0,0296009910100779;1,01915524060383;0,199168935293101
"460";"Moy";-0,0526525107684254;0,561852630174507;0,0762708193786597
"461";"Reg. Lin.";-0,0352854982480986;1,01448249168102;0,0416555349041287
"462";"Reg. Lin. Sto.";-0,0354086332493013;1,0080710368918;0,13258241444749
"463";"EM";0,0221323231650744;0,910160280884593;0,131058918109918
"464";"Boot";0,0489936141320428;0,919960764669648;0,17464897167872
"465";"Post";0,055531288816441;0,907638814316721;0,219626880839609
"466";"Moy";0,0760274521245745;0,521624938130113;0,0715524127177961
"467";"Reg. Lin.";0,0575971278306472;0,909548022518918;0,0438875874333957
"468";"Reg. Lin. Sto.";0,0657690804746759;0,91606773024169;0,149032288547575
"469";"EM";-0,0372074871926403;0,90007871732324;0,154211882866578
"470";"Boot";-0,0892923368828334;0,907989467229426;0,196029595645093
"471";"Post";-0,100543970642022;0,897911811062602;0,258418912022514
"472";"Moy";-0,152042486498857;0,653843912647399;0,063558144518463
"473";"Reg. Lin.";-0,0963499008179875;0,892898629214925;0,0478724067073258
"474";"Reg. Lin. Sto.";-0,089266812900403;0,893953302941725;0,175666909192565
"475";"EM";0,0155014050203077;0,925480121494538;0,163298616533657
"476";"Boot";0,0197312409623204;0,918205280366265;0,208606815207496
"477";"Post";0,0280887177621943;0,928358388193654;0,266385037984696
"478";"Moy";0,0656693069226931;0,605544878516999;0,0668372647194786
"479";"Reg. Lin.";0,0404359872748094;0,923869127888337;0,0490096286887067
"480";"Reg. Lin. Sto.";0,0375434796725485;0,92407719996603;0,19232491426887
"481";"EM";-0,0217016852367646;0,95511379080877;0,121580531227691
"482";"Boot";-0,0395479187866571;0,966311108132573;0,174594665238971
"483";"Post";-0,0561704303778241;0,967564243741951;0,197269095053458
"484";"Moy";-0,020284084135424;0,690915780882871;0,0640248980061355
"485";"Reg. Lin.";-0,0561887336788662;0,958927899345821;0,0424636904523622
"486";"Reg. Lin. Sto.";-0,0568600221591741;0,959875441371606;0,135084661092817
"487";"EM";-0,0403291380528941;1,03666233682906;0,124093353485888
"488";"Boot";-0,0756812785673071;1,0742216592869;0,147825735123383
"489";"Post";-0,0973774827223239;1,03749724203482;0,201506244759675
"490";"Moy";-0,0857904839618751;0,607626688328494;0,0771463118605292
"491";"Reg. Lin.";-0,104547207931024;1,03389397640495;0,0425955466578939
"492";"Reg. Lin. Sto.";-0,108148922608411;1,03438305110416;0,137437442377506
"493";"EM";-0,0426347902330075;0,993000836070534;0,14428432028143
"494";"Boot";-0,133323123002249;0,994934840904499;0,19682373250034
"495";"Post";-0,113964861838489;0,989023898817698;0,232522572321027
"496";"Moy";-0,127420419879596;0,609774075567854;0,0761216358997605
"497";"Reg. Lin.";-0,110764047572159;0,990632918505078;0,0455968666598359
"498";"Reg. Lin. Sto.";-0,103342120802248;0,991910631739485;0,16179466967157
"499";"EM";-0,0269473503408257;0,990973965073687;0,144295313735836
"500";"Boot";-0,0730941354174855;0,98563509812354;0,184037884960778
"501";"Post";-0,078070796410523;1,0027992651053;0,237883597615529
"502";"Moy";0,0150770674121025;0,706602749528758;0,0641529390879313
"503";"Reg. Lin.";-0,0707949585147123;0,997032526517644;0,0458060044048808
"504";"Reg. Lin. Sto.";-0,0604388200065304;0,985255377695149;0,163142181467533
"505";"EM";0,00501597276643053;1,06719567132752;0,13918296856989
"506";"Boot";0,0252684955891146;1,08870562615203;0,185578325245412
"507";"Post";0,0103383153217611;1,07248320098614;0,232628309613932
"508";"Moy";-0,0557492536552912;0,755322160246717;0,0686513045104903
"509";"Reg. Lin.";0,0130795446610092;1,06740886374862;0,0458320012342622
"510";"Reg. Lin. Sto.";0,0112144079082442;1,07311397308801;0,159162362320443
"511";"EM";-0,0263065831506221;0,989221231244816;0,107591435042155
"512";"Boot";-0,0620277615732956;0,968042383284616;0,142745177159649
"513";"Post";-0,0687695908880036;0,990736165423843;0,176682799621859
"514";"Moy";0,0278926356226456;0,64837689364163;0,0680911032491925
"515";"Reg. Lin.";-0,0686348034011301;0,993021347039019;0,0394990757824506
"516";"Reg. Lin. Sto.";-0,071254725861922;0,987253268046221;0,116475336860667
"517";"EM";-0,00411660907318526;0,863461720348835;0,123209705797956
"518";"Boot";-0,0107508326725946;0,85142008538893;0,162140471870122
"519";"Post";-0,0140878635860028;0,856813535362555;0,208585996278025
"520";"Moy";-0,0428981028025082;0,532430484936764;0,0640024225997305
"521";"Reg. Lin.";-0,0106681407469015;0,863801227750728;0,0426862486182145
"522";"Reg. Lin. Sto.";-0,014073144645827;0,852570656624663;0,137448284582011
"523";"EM";0,00554262327668516;0,9443875470478;0,124950315103812
"524";"Boot";0,0544626974709315;0,961077568512918;0,180656171524221
"525";"Post";0,0224831552794935;0,945676942893075;0,205351404064778
"526";"Moy";-0,0341797145345607;0,610708940109449;0,0658879711219373
"527";"Reg. Lin.";0,0143849004212229;0,944165264281966;0,0429635975920231
"528";"Reg. Lin. Sto.";0,0122010286314662;0,942488520743048;0,143653818050344
"529";"EM";-0,0131630577206969;0,929109597735382;0,113302084464095
"530";"Boot";-0,033848319049974;0,912040055626273;0,142826220017644
"531";"Post";-0,0316733416395657;0,930056598352345;0,189148838681525
"532";"Moy";-0,0657040431528136;0,422760470650553;0,066995139779627
"533";"Reg. Lin.";-0,0342600213286662;0,926974842480499;0,0406675285511595
"534";"Reg. Lin. Sto.";-0,032189384460198;0,931890151722281;0,12610714640654
"535";"EM";-0,0152277298125498;1,07903903361121;0,129371725272541
"536";"Boot";-0,00265204772030851;1,10150877739012;0,174218590264865
"537";"Post";-0,0456585515911001;1,07755754589467;0,214971097460526
"538";"Moy";-0,0238248126358291;0,695574053328834;0,0707460825807489
"539";"Reg. Lin.";-0,0396096678977952;1,07981556400025;0,0434198540207443
"540";"Reg. Lin. Sto.";-0,0386587833821232;1,08484747464354;0,14755229933098
"541";"EM";-0,0378239030870576;1,05406575515684;0,219020448105303
"542";"Boot";-0,141283560904536;1,07695066373806;0,318408044346775
"543";"Post";-0,0878127895457869;1,05866783235266;0,3514719484304
"544";"Moy";-0,138716022870758;0,817959184097035;0,0731443183262812
"545";"Reg. Lin.";-0,0981850071880759;1,05124801919183;0,0567899004727671
"546";"Reg. Lin. Sto.";-0,0925158639142955;1,05554026756599;0,260189482828349
"547";"EM";-0,0191775535004875;0,868176878875516;0,0984374037956237
"548";"Boot";-0,0336287379593093;0,88498820021964;0,123862431199852
"549";"Post";-0,0439350218405906;0,871819810659303;0,163535831999238
"550";"Moy";0,0142375847534462;0,541327135931475;0,063125649400165
"551";"Reg. Lin.";-0,0499330428112371;0,871510797757405;0,0379399762977273
"552";"Reg. Lin. Sto.";-0,0470439090965313;0,868298734788471;0,107622470819815
"553";"EM";0,0371641252643502;1,01850078657629;0,105103705466557
"554";"Boot";0,0937862020165472;1,03400419093401;0,14196026170918
"555";"Post";0,0951597524615738;1,00802760943073;0,169223197609893
"556";"Moy";0,262016493279645;0,595726581271641;0,068707295421208
"557";"Reg. Lin.";0,0980525019603152;1,01130134202102;0,0388458280776468
"558";"Reg. Lin. Sto.";0,10086392701242;1,008223614861;0,11277047484072
"559";"EM";0,0103752156251771;1,03224542133395;0,124246917981347
"560";"Boot";0,0386252556232472;1,05538537548117;0,157779463477992
"561";"Post";0,0261136502590001;1,03989533213569;0,20621305055544
"562";"Moy";-0,0101869951231802;0,663004109826368;0,0720804599040056
"563";"Reg. Lin.";0,0268618611330889;1,03132576276142;0,0429801422888067
"564";"Reg. Lin. Sto.";0,0216684337102841;1,027172202308;0,139741457948897
"565";"EM";-0,0118355375553166;1,01320120097772;0,144965549191781
"566";"Boot";-0,0368477059095895;1,03815764117225;0,19005030762807
"567";"Post";-0,0319547084142873;1,01599854636815;0,243503648024727
"568";"Moy";-0,0876043210110129;0,822425254303256;0,0698970787595047
"569";"Reg. Lin.";-0,0308672390869912;1,01190433303934;0,0459960670310587
"570";"Reg. Lin. Sto.";-0,02884936414029;1,01178409689303;0,166460025891888
"571";"EM";-0,000922544272171311;1,02751204698205;0,217532468348065
"572";"Boot";0,028465694410871;1,02507075072476;0,308960926231937
"573";"Post";-0,00721821493219661;1,03785462238921;0,358634816215678
"574";"Moy";-0,0173979314276942;0,821050861702478;0,072369676552177
"575";"Reg. Lin.";-0,00239421871228633;1,02758157669976;0,0564988334124222
"576";"Reg. Lin. Sto.";0,00345459571749826;1,02826457898848;0,263477575100601
"577";"EM";-0,0135752501234773;0,962235735481225;0,215196605058141
"578";"Boot";-0,0216106285529104;0,940816567141716;0,282216837813964
"579";"Post";-0,0288880185832283;0,964798913869037;0,364957773375295
"580";"Moy";-0,0817315402391015;0,653603830817537;0,0769219242606353
"581";"Reg. Lin.";-0,0352209333698191;0,959779185363289;0,056416995440826
"582";"Reg. Lin. Sto.";-0,0344352318326515;0,955210357227619;0,262439608512451
"583";"EM";-0,013107575372431;1,05942277945352;0,131867163300508
"584";"Boot";-0,031187432319385;1,05984833442952;0,168531944056799
"585";"Post";-0,0325741463885218;1,05037385818236;0,2270253899195
"586";"Moy";-0,00930017690974324;0,74823938684935;0,0729269326687649
"587";"Reg. Lin.";-0,0340172571777676;1,05892662633939;0,0442949357113019
"588";"Reg. Lin. Sto.";-0,0384650757142095;1,05975637009205;0,149624947721408
"589";"EM";-0,0300131812600067;1,14413322504601;0,124011435487811
"590";"Boot";-0,091475491201431;1,13778390682291;0,172118853472556
"591";"Post";-0,0751304238991202;1,1482473444014;0,20375104464215
"592";"Moy";-0,0361542826391914;0,787056493050987;0,0687966528850301
"593";"Reg. Lin.";-0,0781641275149653;1,14551057478352;0,0425179347488936
"594";"Reg. Lin. Sto.";-0,0816313308412347;1,14347904823709;0,138093157369307
"595";"EM";-0,0409339722872336;0,939314253263671;0,115283128896416
"596";"Boot";-0,135188619024969;0,941784812673446;0,150336931236794
"597";"Post";-0,105068746663346;0,953705292634142;0,188755925194055
"598";"Moy";0,0278120105493581;0,628871069832694;0,0660643707983198
"599";"Reg. Lin.";-0,108797184104815;0,946651309854223;0,0422051937424151
"600";"Reg. Lin. Sto.";-0,104780598105276;0,943505198430874;0,124375137502911
